name,gt_ok,pred_ok,angle_error,lateral_near,lateral_far,line_iou,nav_iou,confidence,accurate
test_323,True,True,6.7260,33.54,44.24,0.0000,0.4065,0.000,False
test_324,True,True,10.3125,29.14,13.00,0.0815,0.3469,0.000,False
test_325,True,True,14.1014,48.81,26.73,0.0434,0.3635,0.000,False
test_326,True,True,10.9264,47.17,29.84,0.0000,0.4178,0.000,False
test_327,True,True,5.0866,10.90,19.01,0.0019,0.3324,0.000,False
test_328,True,True,16.2568,35.88,10.35,0.0503,0.4366,0.000,False
test_329,True,True,11.7887,15.28,3.15,0.0711,0.3457,0.000,False
test_330,True,True,12.2262,29.06,9.78,0.0731,0.3663,0.000,False
test_331,True,True,18.4221,56.69,27.34,0.0450,0.4379,0.000,False
test_332,True,True,13.1487,46.72,25.92,0.0418,0.4224,0.000,False
test_333,True,True,1.3594,39.52,37.32,0.0000,0.3252,0.000,False
test_334,True,True,6.6464,30.39,19.95,0.0000,0.3495,0.000,False
test_335,True,True,4.8126,27.79,20.18,0.0000,0.1803,0.370,False
test_336,True,True,12.9288,38.17,17.20,0.0622,0.3860,0.000,False
test_337,True,True,14.0537,45.14,22.64,0.0592,0.3624,0.000,False
test_338,True,True,0.9951,3.08,1.46,0.6237,0.2038,0.196,True
test_339,True,True,8.9762,37.96,23.63,0.0044,0.5072,0.000,False
test_340,True,True,14.0174,35.72,13.64,0.0597,0.5134,0.000,False
test_341,True,True,6.0508,31.80,22.26,0.0000,0.4619,0.000,False
test_342,True,True,22.4858,52.86,17.32,0.0359,0.4875,0.000,False
test_343,True,True,16.0124,48.77,23.42,0.0513,0.4176,0.000,False
test_344,True,True,7.8068,41.17,28.83,0.0000,0.3492,0.000,False
test_345,True,True,26.8967,98.77,55.53,0.0152,0.3365,0.053,False
test_346,True,True,15.1337,52.47,28.51,0.0405,0.4772,0.000,False
test_347,True,True,13.2121,61.82,41.01,0.0000,0.5069,0.000,False
test_348,True,True,0.0235,3.03,2.99,0.4169,0.4562,0.563,True
test_349,True,True,15.9129,50.96,25.73,0.0510,0.5029,0.000,False
test_350,True,True,4.5324,7.11,14.48,0.0292,0.4903,0.000,True
test_351,True,True,1.0565,3.35,1.60,0.5432,0.4587,0.450,True
test_352,True,True,1.2487,15.91,13.90,0.0000,0.3061,0.188,False
test_353,True,True,15.0003,48.39,24.57,0.0522,0.3906,0.000,False
test_354,True,True,42.5040,13.47,85.28,0.0222,0.1608,0.086,False
test_355,True,True,11.2730,39.09,21.05,0.0546,0.3692,0.000,False
test_356,True,True,2.0096,18.26,21.42,0.0000,0.2639,0.249,False
test_357,True,True,14.3974,18.47,41.47,0.0027,0.1735,0.175,False
test_358,True,True,8.9833,92.76,78.56,0.0000,0.2135,0.072,False
test_359,True,True,7.2699,50.79,39.19,0.0000,0.4727,0.000,False
test_360,True,True,15.0964,53.76,29.79,0.0371,0.4648,0.000,False
test_361,True,True,5.9844,34.27,24.69,0.0000,0.4747,0.000,False
test_362,True,True,2.5631,44.68,40.53,0.0000,0.3115,0.000,False
test_363,True,True,8.6565,56.25,42.38,0.0000,0.3670,0.000,False
test_364,True,True,9.8632,55.74,40.04,0.0000,0.4966,0.000,False
test_365,True,True,0.4482,0.80,1.52,0.7576,0.4370,0.474,True
test_366,True,True,1.4314,42.56,40.29,0.0000,0.3849,0.000,False
test_367,True,True,9.0634,34.24,19.64,0.0344,0.4325,0.000,False
test_368,True,True,14.6487,54.35,31.17,0.0212,0.3791,0.000,False
test_369,True,True,6.1627,40.33,30.31,0.0000,0.2540,0.000,False
